"Image of the issue","Address/landmark/house number","Ward name/number","Date of recording the image","Time of recording the image","Observations","Latitude","Longitude","LatLngs","Type","Entry Type"
"http://mapunitygroups.com//uploads/tmp/1473418070-700-8392/mapunity_1473417929459","Lake Road, BTM 2nd Stage, Lake boundary corner","176","09/09/2016","16:00","Gets cleared but comes back","12.905278102490044","77.60967057198286","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473420301-700-8691/IMG_20160908_064235549_HDR.jpg","Outer Ring road, kalyan nagar flyover","Banaswadi / ward 27","08/09/2016","07:00","Gets cleared but comes back, This is a ward boundary area","13.024445044814243","77.6424729824066","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473420716-700-5129/Untitled.png","Baiyappanahalli road","Benniganahalli / ward 50","07/09/2016","17:30","This is a ward boundary area","","","13.002634263584577, 77.63862133026123, 13.001797962518221, 77.63913631439209, 13.00079439751808, 77.63978004455566, 12.999853551644549, 77.6402735710144, 12.998745439708115, 77.6409387588501, 12.997783678168052, 77.64160394668579, 12.996403752927666, 77.64246225357056, 12.995901960029318, 77.64293432235718, 12.995567430866952, 77.64362096786499","polyline","Original"
"http://mapunitygroups.com//uploads/tmp/1473420945-1644-5767/IMG_20160908_064535711.jpg","Outer ring road, kalyan nagar flyover","Banaswadi / ward 27","08/09/2016","07:00","It's a lorry transfer point, This is a ward boundary area, BBMP auto/pushcart is parked here","13.025605305787042","77.64001071453094","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473421750-700-9716/IMG_20160908_065727951_HDR.jpg","3rd cross","HBR Layout / ward 24","08/09/2016","07:15","Gets cleared but comes back, This is a ward boundary area","13.02612794408927","77.63133645057678","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473421913-700-9922/IMG_20160908_065805468.jpg","4th cross, HBR layout","HBR Layout / ward 24","08/09/2016","07:20","Gets cleared but comes back, This is a ward boundary area","13.025636664116293","77.63134181499481","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473422162-700-5179/IMG_20160908_070137827.jpg","4th Cross road and 1st main HRBR layout 3rd block","Kacharkanahalli / ward 29","08/09/2016","07:20","BBMP/ sweepers dump waste here, Gets cleared but comes back","13.024455497640055","77.63184070587158","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473422291-700-9215/IMG_20160908_065851526.jpg","Hennur Main road","Kacharkanahalli / ward 29","08/09/2016","07:25","Gets cleared but comes back, This is a ward boundary area","13.024889289522532","77.63150811195374","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473423501-700-5275/IMG_20160908_070757528.jpg","2nd main , HRBR layout 2nd block, next to BWSSB office wall","Kacharkanahalli / ward 29","08/09/2016","07:45","Gets cleared but comes back, BBMP auto/pushcart is parked here","13.026608770353219","77.63387382030486","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473423663-700-7045/IMG_20160908_070920440.jpg","5th A cross, HRBR layout 3rd block, Bharat Petroleum Bunk side wall","Kacharkanahalli / ward 29","08/09/2016","07:50","Gets cleared but comes back","13.026279508990626","77.63477504253387","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473423825-700-1704/IMG_20160908_073445293.jpg","4th A cross, HRBR layout 3rd block","Kacharkanahalli / ward 29","08/09/2016","07:55","Gets cleared but comes back, BBMP auto/pushcart is parked here","13.023671534479572","77.63622879981993","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473435839-700-1740/1473435797892.jpg","Good shed road","chickpet?","09/09/2016","21:00","BBMP/ sweepers dump waste here, Gets cleared but comes back","12.969322802252156","77.56812985986473","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1475918683-8252-5021/Image3.jpg","beside Banaswadi Fire station","Banaswadi HRBR Layout 1st block 9th Main","09/09/2016","10:10","BBMP/ sweepers dump waste here, Garbage is burnt here regularly","13.012426289930527","77.64634542167187","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473479893-700-4434/mapunity_1473479841774","GB Palya Main road, Hongasandra, Opp. GnanaBharati school","163","10/09/2016","09:00","Gets cleared but comes back","12.897386563059454","77.63043019920588","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473480105-700-9436/1473480052828.jpg","Adjacent to IISc compound","Aramane nagar","10/09/2016","09:00","BBMP/ sweepers dump waste here, Gets cleared but comes back","","","13.014720785908095, 77.57235366851091, 13.01464336661496, 77.57112052291632, 13.014646306588569, 77.57156878709795","polygon","Original"
"http://mapunitygroups.com//uploads/tmp/1473493789-700-2074/1473493657155.jpg","off Bhoopasandra Main Road, RMV 2nd stage","Sanjaynagar","10/09/2016","13:00","Garbage is burnt here regularly","13.042128308386221","77.58229125291109","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473495301-700-9021/1473495221774.jpg","Near ISRO compound","Sanjaynagar 19","10/09/2016","13:00","It's a lorry transfer point, BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly, This is a ward boundary area","13.03477516132625","77.57167607545853","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473496088-700-1777/CpkceRbUAAAd9EH.jpg","315 domlur inner ring road","domlur layout opposite tata motors","10/09/2016","13:00","BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly","","","12.957705228705727, 77.64078319072723, 12.957679089615821, 77.64125525951385, 12.957239952495067, 77.64127671718597, 12.957271319457947, 77.64068126678465","polygon","Original"
"http://mapunitygroups.com//uploads/tmp/1473503411-700-7638/1473503333455.jpg","In front of HDFC bank/Giriyas,  15th cross rd/Margosa Rd junction","Malleshwaram 45","10/09/2016","15:00","Gets cleared but comes back, This is a ward boundary area","13.005522747382562","77.56914641708136","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473560675-2259-4644/IMG_20160911_074922.jpg","29th Main, Near Nandini milk corner, BTM Layout 2nd Stage","176","11/09/2016","07:00","BBMP/ sweepers dump waste here, Gets cleared but comes back","12.909044527807055","77.61398356407881","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473560952-2259-3891/mapunity_1473560852440","29th Main, Near Quba Maszid, 2nd Stage BTM Layout","176","11/09/2016","07:00","BBMP/ sweepers dump waste here, Gets cleared but comes back","12.908331444088333","77.61380217969418","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473599218-2259-6216/mapunity_1473599205172","6th cross between link road & Sampige road","Ward 65 Kadumalleshwara","11/09/2016","18:00","Gets cleared but comes back, Garbage is burnt here regularly","12.997692532774437","77.5725394114852","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473601156-2259-0656/Image_of_the_blackspot__.jpg","Banaswadi 100 feet road, opp GK Vale","Banaswadi / ward 27","11/09/2016","07:03","Bbmp/ Sweepers Dump Waste Here, Gets Cleared But Comes Back, Garbage Is Burnt Here Regularly","13.0103673014451","77.6447894051671","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473601302-2259-9017/Image_of_the_blackspot__.jpg","Banaswadi 100 feet road, opp Syndicate bank","Banaswadi / ward 27","11/09/2016","19:03","Gets Cleared But Comes Back","13.0101075991606","77.6444199308753","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473601623-2259-0646/Image_of_the_blackspot__.jpg","Below Maruthi Seva Nagar flyover.","Benniganahalli / ward 50","11/09/2016","07:06","It's A Lorry Transfer Point, Bbmp/ Sweepers Dump Waste Here, This Is A Ward Boundary Area, Bbmp Auto/Pushcart Is Parked Here","13.004492409927","77.6370757073164","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473601910-2259-2825/Image_of_the_blackspot__.jpg","Banaswadi Main road, next to Orion East Mall","Maruthi Seva Nagar / ward 59","11/09/2016","07:09","Gets Cleared But Comes Back, This Is A Ward Boundary Area","13.0019907040296","77.6333132386208","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473602102-2259-5791/Image_of_the_blackspot__.jpg","Banaswadi Main road, next to Orion East Mall","Maruthi Seva Nagar / ward 59","11/09/2016","07:09","Gets Cleared But Comes Back","13.0017538606259","77.6319275423884","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473602215-2259-1667/Image_of_the_blackspot__.jpg","Banaswadi main road, opp Orion East Mall","Maruthi Seva Nagar / ward 59","11/09/2016","07:09","Gets Cleared But Comes Back","13.0017646410892","77.6311389729381","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473602317-2259-8086/Image_of_the_blackspot__.jpg","Banaswadi main road","Maruthi Seva Nagar/ ward 59","11/09/2016","07:10","Bbmp/ Sweepers Dump Waste Here, Gets Cleared But Comes Back, Bbmp Auto/Pushcart Is Parked Here","13.0012873601298","77.6297308132052","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473602707-2259-3180/Image_of_the_blackspot__.jpg","Pottery road and Lazer road intersection","Sagayarapuram / ward 60","11/09/2016","07:14","Gets Cleared But Comes Back, This Is A Ward Boundary Area","13.0003595834275","77.620250210166","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473602870-2259-3714/Image_of_the_blackspot__.jpg","Pottery road, opp ESI hospital","Sagayarapuram/ ward 60","11/09/2016","07:15","Gets Cleared But Comes Back, This Is A Ward Boundary Area","13.0012687392935","77.6188792660832","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473603001-2259-6001/Image_of_the_blackspot__.jpg","Hennur main road","Sagayarapuram/ ward 60","11/09/2016","07:16","Gets Cleared But Comes Back","13.001884206196","77.6189188286662","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473603137-2259-3577/Image_of_the_blackspot__.jpg","Hennur main road","Sagayarapuram/ ward 60","11/09/2016","19:20","Gets Cleared But Comes Back, This Is A Ward Boundary Area","13.0046844959915","77.6198408380151","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473603368-2259-6708/Image_of_the_blackspot__.jpg","Hennur Main road.","Lingarajapuram/ ward 49","11/09/2016","07:18","Gets Cleared But Comes Back","13.0115436350534","77.6251529529691","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473604366-2259-9408/Image_of_the_blackspot__.jpg","Oil Mill road","Lingarajapuram/ ward 49","11/09/2016","07:19","Gets Cleared But Comes Back, This Is A Ward Boundary Area","13.0128101229549","77.6265450194478","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473604521-2259-0265/Image_of_the_blackspot__.jpg","Oil Mill road","Lingarajapuram/ ward 49","11/09/2016","07:20","Gets Cleared But Comes Back, This Is A Ward Boundary Area","13.0125416032335","77.6271686330438","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473604749-2259-8004/Image_of_the_blackspot__.jpg","Oil Mill road","Lingarajapuram/ ward 49","11/09/2016","19:21","Gets Cleared But Comes Back","13.0128944028074","77.6300117745996","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473604960-2259-6125/Image_of_the_blackspot__.jpg","Oil Mill road","Kammanahalli/ ward 28","11/09/2016","07:20","Gets Cleared But Comes Back","13.0129698626511","77.6327791437507","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473605176-2259-9819/Image_of_the_blackspot__.jpg","Oil Mill road","Kacharkanahalli / ward 29","11/09/2016","07:22","Gets Cleared But Comes Back, This Is A Ward Boundary Area","13.0129260894113","77.6334315910935","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473605370-2259-0253/Image_of_the_blackspot__.jpg","Oil Mill road","Kammanahalli / ward 28","11/09/2016","07:22","Gets Cleared But Comes Back, This Is A Ward Boundary Area","13.0129208627552","77.6334450021386","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473606072-2259-9636/Image_of_the_blackspot__.jpg","Kammanahalli main road","Kammanahalli/ ward 28","11/09/2016","07:23","Gets Cleared But Comes Back","13.0120473563194","77.6352621987462","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473606167-2259-1994/Image_of_the_blackspot__.jpg","Kammanahalli main road","Kammanahalli/ ward 28","11/09/2016","07:24","Gets Cleared But Comes Back","13.0113231341772","77.6352048665285","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473606256-2259-9571/Image_of_the_blackspot__.jpg","Kammanahalli main road","Kammanahalli/ ward 28","11/09/2016","07:25","Gets Cleared But Comes Back","13.0101059658121","77.6353708282113","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473606359-2259-9237/Image_of_the_blackspot__.jpg","Kammanahalli main road","Kammanahalli / ward 28","11/09/2016","07:26","Gets Cleared But Comes Back","13.0065730076958","77.6359448209405","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473606479-2259-7410/Image_of_the_blackspot__.jpg","Kammanahalli main road, near Maruthi Seva Nagar flyover","Kammanahalli / ward 28","11/09/2016","07:27","Gets Cleared But Comes Back","13.0048050397213","77.6364983618259","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473606613-2259-5319/Image_of_the_blackspot__.jpg","Chikka Banaswadi Main road","Banaswadi/ ward 27","11/09/2016","07:29","Gets Cleared But Comes Back, This Is A Ward Boundary Area","13.0060996560864","77.6406859606504","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473638087-2259-9869/Image_of_the_blackspot__.jpg","Park road, jeveenahalli","Maruthi seva nagar / ward 59","11/09/2016","07:34","Gets Cleared But Comes Back","12.9970858760223","77.6295236125588","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473638262-2259-1210/Image_of_the_blackspot__.jpg","Rose Garden 1st cross, Jeevanahalli","Maruthi Seva Nagar/ ward 59","11/09/2016","07:40","Gets Cleared But Comes Back","12.9960760848935","77.6305840909481","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473638423-2259-2402/Image_of_the_blackspot__.jpg","Banaswadi main road","Kammanahalli/ ward 28","11/09/2016","09:23","Gets Cleared But Comes Back, This Is A Ward Boundary Area","13.0017362198668","77.6308261603117","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473638580-2259-1589/Image_of_the_blackspot__.jpg","Jeevanahalli main road railway underpass","Maruthi Seva Nagar/ ward 59","11/09/2016","07:37","Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9946278719414","77.6292905956507","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473638702-2259-1120/Image_of_the_blackspot__.jpg","Intersection of Jeevanahalli main road and PKS Naidu road","Sarvagna Nagar / ward 79","11/09/2016","07:38","Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9943639062071","77.6291450858116","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473639058-2259-6238/Image_of_the_blackspot__.jpg","PSK Naidu road","Sarvagna Nagar / ward 79","11/09/2016","07:38","Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9940101002097","77.6284426823258","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473639176-2259-0346/Image_of_the_blackspot__.jpg","Charles Cambell road","Sarvagna nagar / ward 79","11/09/2016","07:42","Gets Cleared But Comes Back","12.995873864824","77.6238205656409","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473639400-2259-7089/Image_of_the_blackspot__.jpg","PSK Naidu road","Sarvagna nagar / ward 79","11/09/2016","07:44","This Is A Ward Boundary Area","","","12.994326990184787, 77.62930534780025, 12.994258058482359, 77.62961480766535, 12.99416103136169, 77.6300647482276, 12.994033948644605, 77.63082582503557, 12.99392548725107, 77.63153526932001","polyline","Original"
"http://mapunitygroups.com//uploads/tmp/1473639562-2259-6268/Image_of_the_blackspot__.jpg","PSK Naidu road","Sarvagna nagar/ ward 79","11/09/2016","07:45","This Is A Ward Boundary Area","","","12.992763771281497, 77.63722356408834, 12.992632114151284, 77.63815864920616, 12.992483795613301, 77.63893816620111, 12.992319469023935, 77.63976529240608, 12.992135214030988, 77.64068629592657, 12.991950632207715, 77.64151576906443","polyline","Original"
"http://mapunitygroups.com//uploads/tmp/1473640049-2259-1937/Image_of_the_blackspot__.jpg","Old Madras road, near indiranagar 100 feet road intersection","Sarvagna nagar/ ward 79","11/09/2016","07:48","Garbage Is Burnt Here Regularly, Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9842967362957","77.6408472284675","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473640162-2259-9070/Image_of_the_blackspot__.jpg","Bhaskaran road","Sarvagna nagar / ward 79","11/09/2016","07:51","Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9816164448505","77.6300878822803","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473640324-2259-1418/Image_of_the_blackspot__.jpg","Bhaskaran road","Hoysalanagar/ ward 80","11/09/2016","07:53","Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9819323705156","77.6252327486873","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473640512-2259-9328/Image_of_the_blackspot__.jpg","Bhaskaran road, opp RMZ Milenia","Halasuru/ ward 90","11/09/2016","07:53","This Is A Ward Boundary Area","12.9817971138684","77.6244750246406","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473640587-2259-6982/Image_of_the_blackspot__.jpg","Bhaskaran road","Halasuru/ ward 90","11/09/2016","07:55","Gets Cleared But Comes Back","12.9792536871236","77.6217136904597","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473640645-2259-4879/Image_of_the_blackspot__.jpg","Bhaskaran road","Halasuru/ ward 90","11/09/2016","07:55","Gets Cleared But Comes Back","12.978837784552","77.6212785020471","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473640789-2259-2784/Image_of_the_blackspot__.jpg","Dickenson road","Sampangirama Nagar / ward 110","11/09/2016","07:56","Gets Cleared But Comes Back, Bbmp/ Sweepers Dump Waste Here","12.9799250759024","77.6129820942879","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473640959-2259-5508/Image_of_the_blackspot__.jpg","Gangadar Chetty road","Sampangirama nagar / ward 110","11/09/2016","07:55","Gets cleared but comes back","12.981454071317202","77.61308670043945","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473641123-2259-1232/Image_of_the_blackspot__.jpg","Gangadar Chetty road","Sampangirama nagar / ward 110","11/09/2016","08:00","Gets Cleared But Comes Back","12.9812544530052","77.6134886965156","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473642340-2259-8833/mapunity_1473642337756","6th cross between link road & Sampige road","Ward 65 Kadumalleshwara","11/09/2016","18:00","Gets cleared but comes back, Garbage is burnt here regularly","12.997692532774437","77.5725394114852","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473673724-2259-5797/Image_of_the_blackspot__.jpg","Annaswamy Mudilar road, near Tamil Sangam","HALSUR / ward 90","11/09/2016","08:01","Gets Cleared But Comes Back","12.9843702446128","77.617911323905","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473673862-2259-5167/Image_of_the_blackspot__.jpg","Tank road, Venkatachalam circle","Halasuru / ward 90","11/09/2016","20:02","Gets Cleared But Comes Back, Bbmp/ Sweepers Dump Waste Here, This Is A Ward Boundary Area, Bbmp Auto/Pushcart Is Parked Here","12.9871328347557","77.6191377639771","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473674079-2259-3429/Image_of_the_blackspot__.jpg","Assaye road, next to the DWCC","Sarvagna nagar / ward 79","11/09/2016","08:03","Bbmp/ Sweepers Dump Waste Here, Gets Cleared But Comes Back, Garbage Is Burnt Here Regularly, This Is A Ward Boundary Area, Bbmp Auto/Pushcart Is Parked Here","12.988163570962","77.6195494830608","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473674145-2259-6609/Image_of_the_blackspot__.jpg","Assaye road, near the DWCC","Sarvagna nagar / ward 79","11/09/2016","20:03","Bbmp/ Sweepers Dump Waste Here, Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9884585796184","77.6195940747857","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473674252-2259-4088/Image_of_the_blackspot__.jpg","PSK Naidu road, near Assaye bridge","Sarvagna nagar / ward 79","11/09/2016","08:05","Gets Cleared But Comes Back","12.9929597867306","77.6189067587256","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473674331-2259-6646/Image_of_the_blackspot__.jpg","PSK Naidu road","Sarvagna nagar / ward 79","11/09/2016","20:10","Gets Cleared But Comes Back","12.9929882089579","77.6206377893686","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473674444-2259-6442/Image_of_the_blackspot__.jpg","PSK Naidu road","Sarvagna nagar / ward 79","11/09/2016","08:15","Gets Cleared But Comes Back","12.9932626302954","77.6238795742393","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473674512-2259-6126/Image_of_the_blackspot__.jpg","PSK Naidu road","Sarvagna nagar / ward 79","11/09/2016","08:20","Gets Cleared But Comes Back","12.993489354362","77.6251744106412","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473674630-2259-9344/Image_of_the_blackspot__.jpg","Sundermurthi road","Sarvagna nagar / ward 79","11/09/2016","08:25","Gets Cleared But Comes Back","12.9962802649257","77.6211728900671","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473674742-2259-3998/Image_of_the_blackspot__.jpg","Intersection of Thumbucheety road and websters road","Sarvagna nagar / ward 79","11/09/2016","08:30","Gets Cleared But Comes Back","12.996468110407","77.6199447736144","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473675095-2259-9028/Image_of_the_blackspot__.jpg","below Wheeler Road flyover, opp petrol pump","Sarvagna nagar / ward 69","11/09/2016","08:30","Gets Cleared But Comes Back","12.9967284803434","77.6190824434161","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473675252-2259-5386/Image_of_the_blackspot__.jpg","Coles road","Pulikeshinagar / ward 78","11/09/2016","08:15","Gets Cleared But Comes Back, Bbmp/ Sweepers Dump Waste Here","12.9958140808301","77.6136821508408","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473675385-2259-8271/Image_of_the_blackspot__.jpg","Spencer road","Pulikeshinagar / ward 78","11/09/2016","20:20","Gets Cleared But Comes Back","12.9961094070862","77.6100226119161","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473676426-2259-2362/Image_of_the_blackspot__.jpg","Promenade road","Pulikeshinagar / ward 78","11/09/2016","08:17","Gets Cleared But Comes Back","12.9942211424443","77.6104923337698","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473676496-2259-6521/Image_of_the_blackspot__.jpg","Promenade road","Pulikeshinagar / ward 78","11/09/2016","20:20","Gets Cleared But Comes Back","12.9940836056523","77.610971108079","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473676583-2259-9654/Image_of_the_blackspot__.jpg","Promenade road","Pulikeshinagar / ward 78","11/09/2016","08:21","Gets Cleared But Comes Back","12.993784030001","77.6113663986325","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473676664-2259-4485/Image_of_the_blackspot__.jpg","Promenade road","Pulikeshinagar / ward 78","11/09/2016","08:22","Gets Cleared But Comes Back","12.9934400239271","77.6116067916155","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473676818-2259-3959/Image_of_the_blackspot__.jpg","Promenade road","Pulikeshinagar nagar","11/09/2016","20:28","Gets Cleared But Comes Back","12.9932211404221","77.6122361049056","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473676980-2259-3677/Image_of_the_blackspot__.jpg","Cleveland road","Pulikeshinagar nagar","11/09/2016","08:28","Gets Cleared But Comes Back","12.9932936660228","77.6111809909344","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473677039-2259-6223/Image_of_the_blackspot__.jpg","Cleveland road","Pulikeshinagar / ward 78","11/09/2016","08:30","Gets Cleared But Comes Back","12.9926236201405","77.6107743009925","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473677152-2259-7144/Image_of_the_blackspot__.jpg","Kemp road, near Coles park gate","Pulikeshinagar / ward 78","11/09/2016","20:30","Gets Cleared But Comes Back","12.9944109496259","77.6080407947302","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473677223-2259-2055/Image_of_the_blackspot__.jpg","Kemp road, near Coles park","Pulikeshinagar / ward 78","11/09/2016","20:32","Bbmp/ Sweepers Dump Waste Here, It's A Lorry Transfer Point, This Is A Ward Boundary Area, Bbmp Auto/Pushcart Is Parked Here","12.9934958881937","77.6089225709438","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473677307-2259-0318/Image_of_the_blackspot__.jpg","St John's Church road","Pulikeshinagar / ward 78","11/09/2016","20:34","Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9907647315577","77.6137750223279","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473680269-2259-9885/Image_of_the_blackspot__.jpg","St John's Church road, near Lemon tree hotel","Barathi Nagar / ward 91","11/09/2016","08:30","Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9878283779772","77.6166433095932","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473680354-2259-1876/Image_of_the_blackspot__.jpg","St John's Church road, near Lemon tree Hotel","Barathi Nagar / ward 91","11/09/2016","20:30","Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9872847501863","77.6162553951144","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473680445-2259-6846/Image_of_the_blackspot__.jpg","St John's church road, opp Lavanya Theatre","Barathi Nagar / ward 91","11/09/2016","08:31","Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9850207105959","77.6146604865789","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473680561-2259-0605/Image_of_the_blackspot__.jpg","St John's church road, storm water drain bridge","Barathi Nagar / ward 91","11/09/2016","08:00","Gets cleared but comes back, This is a ward boundary area","12.9828830854512","77.612839601934","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473680714-2259-6523/Image_of_the_blackspot__.jpg","St John's church road, opp Aegis Office","Sampangirama / ward 110","11/09/2016","08:33","Bbmp/ Sweepers Dump Waste Here, Gets Cleared But Comes Back, This Is A Ward Boundary Area","12.9828602160625","77.6130967587233","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473680838-2259-0090/Image_of_the_blackspot__.jpg","Dickenson road","Sampangirama Nagar / ward 110","11/09/2016","08:36","Gets Cleared But Comes Back","12.980864690438","77.6103615760803","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473680921-2259-3164/Image_of_the_blackspot__.jpg","Kamaraj road, Commercial Street Shop owners parking lot","Sampangirama nagar / ward 110","11/09/2016","20:38","Bbmp/ Sweepers Dump Waste Here, Gets Cleared But Comes Back","12.9799927047445","77.6098415628076","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473681027-2259-5874/Image_of_the_blackspot__.jpg","Church street","Shantala Nagar / ward 111","11/09/2016","08:41","Bbmp/ Sweepers Dump Waste Here, Gets Cleared But Comes Back","12.9746081498347","77.6065555214882","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473681096-2259-7031/Image_of_the_blackspot__.jpg","Church street, near Times of India office","Shantala Nagar / ward 111","11/09/2016","08:36","Bbmp/ Sweepers Dump Waste Here, Gets Cleared But Comes Back","12.9752661558212","77.6041717082262","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473681177-2259-2518/Image_of_the_blackspot__.jpg","Rest house crescent road.","Shantala Nagar / ward 111","11/09/2016","20:38","Bbmp/ Sweepers Dump Waste Here, Gets Cleared But Comes Back","12.9738171681392","77.6065504923463","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473681254-2259-0841/Image_of_the_blackspot__.jpg","Rest house crescent road and Brigade Road intersection","Shantala nagar / ward 111","11/09/2016","08:44","Gets Cleared But Comes Back","12.9736505421825","77.6074242219329","","point","Original"
"http://mapunitygroups.com//uploads/tmp/1473681334-2259-9773/Image_of_the_blackspot__.jpg","Brigade Road, opp War Memorial","Shantala Nagar / ward 111","11/09/2016","20:35","Bbmp/ Sweepers Dump Waste Here, Gets Cleared But Comes Back","12.9715902520109","77.6070859283209","","point","Original"
